,881001.WI,000001.SH,HSTECH.HI,399102.SZ,000300.SH
2010/10/18,2822.8821,2985.462,,937.592,3345.804
2010/10/19,2791.739,2949.63,,927.935,3300.517
2010/10/20,2799.637,2947.511,,978.342,3304.221
2010/10/21,2871.0488,3009.225,,993.479,3404.721
2010/10/22,2852.5002,2976.754,,985.711,3365.597
2010/10/25,2870.2605,2979.706,,1013.008,3386.85
2010/10/26,2946.5854,3065.844,,1036.638,3491.474
2010/10/27,2922.5254,3031.645,,1029.934,3451.427
2010/10/28,2881.2969,2989.29,,1021.739,3390.426
2010/10/29,2889.6431,2993.296,,1038.284,3400.262
2010/11/1,2893.1567,2986.886,,1069.776,3390.413
2010/11/2,2968.9363,3061.631,,1105.604,3484.232
2010/11/3,2945.4668,3044.022,,1059.175,3462.74
2010/11/4,2924.3845,3035.366,,1034.837,3426.46
2010/11/5,3009.1577,3129.87,,1059.792,3538.988
2010/11/8,3024.0935,3140.395,,1069.458,3534.191
2010/11/9,3047.6851,3159.019,,1101.722,3547.44
2010/11/10,3019.8352,3120.44,,1107.845,3507.195
2010/11/11,3015.4724,3108.511,,1132.013,3490.738
2010/11/12,3022.698,3121.922,,1121.944,3484.606
2010/11/15,2886.4641,2984.872,,1083.924,3298.737
2010/11/16,2919.345,3007.643,,1148.463,3311.616
2010/11/17,2764.5017,2852.478,,1111.665,3124.109
2010/11/18,2759.5918,2855.605,,1086.927,3134.937
2010/11/19,2789.7854,2879.655,,1105.221,3168.165
2010/11/22,2785.1794,2861.606,,1149.429,3148.215
2010/11/23,2801.0947,2872.172,,1164.812,3156.478
2010/11/24,2730.7493,2794.864,,1170.074,3088.992
2010/11/25,2817.6304,2875.858,,1207.882,3197.965
2010/11/26,2826.3818,2890.287,,1179.943,3214.132
2010/11/29,2803.2251,2861.149,,1190.644,3183.54
2010/11/30,2808.1792,2863.412,,1208.514,3187.529
2010/12/1,2751.5386,2810.543,,1162.525,3127.262
2010/12/2,2798.6643,2860.464,,1171.77,3185.76
2010/12/3,2783.8708,2846.725,,1161.34,3161.93
2010/12/6,2784.9814,2850.382,,1141.525,3168.875
2010/12/7,2770.051,2843.767,,1115.759,3152.733
2010/12/8,2800.2668,2868.733,,1141.612,3194.895
2010/12/9,2771.9377,2837.615,,1137.693,3155.996
2010/12/10,2727.3838,2798.736,,1120.496,3107.379
2010/12/13,2782.1323,2850.325,,1156.75,3176.335
2010/12/14,2859.4319,2928.3,,1191.404,3270.201
2010/12/15,2864.0266,2927.264,,1197.336,3270.781
2010/12/16,2846.2783,2908.865,,1190.232,3246.013
2010/12/17,2837.2527,2896.77,,1202.953,3229.297
2010/12/20,2842.4595,2901.47,,1215.677,3239.022
2010/12/21,2799.1448,2857.589,,1198.25,3184.7
2010/12/22,2848.7622,2910.731,,1199.574,3253.821
2010/12/23,2812.8074,2874.202,,1182.965,3210.67
2010/12/24,2774.4192,2841.346,,1154.68,3170.642
2010/12/27,2769.5125,2842.807,,1130.21,3176.107
2010/12/28,2692.3218,2768.031,,1083.893,3084.823
2010/12/29,2660.7656,2735.476,,1075.315,3049.928
2010/12/30,2680.7961,2751.973,,1097.772,3063.05
2010/12/31,2689.8411,2759.162,,1102.355,3069.053
2011/1/4,2755.364,2825.329,,1129.939,3155.557
2011/1/5,2763.0872,2833.117,,1141.855,3170.181
2011/1/6,2769.3301,2838.435,,1141.902,3177.835
2011/1/7,2750.9045,2820.665,,1124.14,3156.362
2011/1/10,2756.8098,2832.622,,1113.895,3162.085
2011/1/11,2700.0537,2783.476,,1079.134,3096.249
2011/1/12,2725.1021,2811.785,,1072.43,3135.18
2011/1/13,2742.9343,2830.534,,1082.3,3153.985
2011/1/14,2729.5774,2817.048,,1078.126,3129.667
2011/1/17,2682.6785,2772.45,,1052.006,3067.433
2011/1/18,2602.4668,2696.147,,1008.719,2965.424
2011/1/19,2617.1292,2707.816,,1012.314,2978.457
2011/1/20,2661.8689,2752.799,,1032.545,3037.862
2011/1/21,2576.7869,2668.677,,997.839,2935.233
2011/1/24,2618.2808,2716.524,,1007.447,2986.092
2011/1/25,2585.2446,2691.693,,974.032,2949.647
2011/1/26,2570.5862,2677.172,,961.261,2939.773
2011/1/27,2583.6089,2690.825,,973.793,2953.589
2011/1/28,2634.272,2741.314,,995.038,3020.122
2011/1/31,2647.8284,2751.527,,1001.367,3035.418
2011/2/1,2687.0061,2795.071,,1011.351,3083.493
2011/2/9,2670.7185,2778.701,,1005.745,3055.398
2011/2/10,2660.2615,2769.646,,1001.72,3034.079
2011/2/11,2715.6396,2815.119,,1042.734,3100.274
2011/2/14,2733.5276,2828.571,,1050.768,3123.246
2011/2/15,2802.0188,2900.427,,1064.498,3223.222
2011/2/16,2794.2649,2893.682,,1062.218,3211.135
2011/2/17,2834.7783,2929.255,,1084.392,3255.626
2011/2/18,2829.0164,2924.23,,1087.087,3240.051
2011/2/21,2791.9812,2886.54,,1072.591,3192.146
2011/2/22,2852.7876,2941.318,,1096.44,3267.615
2011/2/23,2760.6763,2844.99,,1065.014,3152.441
